,BEGIN_LAT,BEGIN_LON,MONTH_NAME,TOR_F_SCALE
235,33.5,-112.0,July,
236,36.83,-94.4,October,F1
237,40.1,-99.37,June,F1
238,44.6,-94.52,June,F0
239,45.12,-96.28,July,F1
240,44.58,-96.27,July,F1
241,46.4,-92.78,July,F2
242,42.83,-71.63,July,
243,43.7,-71.33,July,
244,42.8,-72.4,August,
245,43.03,-70.93,October,F0
246,41.4,-99.63,May,F2
247,31.47,-88.25,March,F2
248,32.7,-87.6,March,F2
249,31.28,-87.17,March,F1
250,33.95,-85.95,April,F2
251,34.75,-86.6,April,F2
252,34.95,-86.65,April,F1
253,33.25,-85.52,April,F2
254,37.83,-86.73,June,F1
255,35.32,-93.13,September,F2
256,34.62,-93.78,September,F1
257,35.1,-92.52,October,F2
258,36.22,-94.53,October,F3
259,33.4,-86.4,April,F1
260,40.7,-73.5,September,F2
261,42.3,-97.6,September,F1
262,38.65,-87.18,April,F1
263,40.3,-88.7,April,
264,42.0,-87.9,April,F2
265,38.13,-99.52,June,F2
266,37.95,-99.47,June,F3
267,26.83,-80.13,January,F1
268,27.73,-82.42,January,F1
269,32.47,-93.0,May,F0
270,30.63,-91.2,June,F1
271,32.27,-93.8,June,F1
272,30.5,-90.1,July,F1
273,29.9,-93.3,July,F0
274,29.9,-93.2,October,F2
275,29.7,-90.1,October,F2
276,29.0,-89.17,December,F1
277,27.73,-82.43,January,F2
278,27.88,-81.97,January,
279,41.52,-94.5,May,
280,40.92,-91.4,June,F1
281,41.6,-91.92,June,F0
282,44.87,-98.1,September,
283,40.62,-89.23,May,F1
284,39.72,-87.67,May,F1
285,37.7,-89.2,June,F2
286,38.93,-90.28,June,F1
287,39.22,-100.95,May,F0
288,39.32,-101.1,May,F0
289,38.7,-90.1,June,F1
290,37.53,-101.88,May,F2
291,42.32,-93.43,July,F2
292,46.2,-98.9,May,F0
293,47.85,-101.5,June,F0
294,37.17,-97.45,June,F0
295,38.4,-99.7,June,F0
296,40.7,-82.13,June,F0
297,39.3,-83.3,June,F1
298,40.6,-81.8,June,F1
299,40.65,-82.5,July,F1
300,41.4,-81.85,July,F2
301,40.67,-84.05,August,
302,40.23,-82.45,September,F0
303,34.3,-83.13,April,F2
304,30.42,-86.77,February,
305,29.7,-82.3,February,F2
306,28.33,-81.52,February,
307,27.07,-82.43,February,F2
308,27.17,-81.85,February,F1
309,27.22,-81.85,February,F2
310,38.3,-86.95,September,F1
311,41.17,-92.83,May,F1
312,41.47,-95.23,May,F2
313,42.02,-93.45,May,F1
314,42.15,-93.33,May,F1
315,36.9,-95.1,September,F1
316,36.3,-99.4,July,F0
317,36.47,-98.65,July,F0
318,35.97,-95.33,August,F1
319,35.7,-98.4,September,F1
320,37.72,-89.18,March,F2
321,37.2,-89.4,April,F1
322,39.03,-86.95,April,F1
323,38.97,-86.97,April,F1
324,39.03,-86.5,April,F1
325,39.13,-86.65,April,F2
326,39.02,-85.27,April,F1
327,38.95,-86.0,April,F1
328,40.15,-76.3,June,F1
329,40.4,-76.3,June,F3
330,40.15,-76.62,July,F2
331,44.87,-121.4,May,F0
332,34.0,-83.9,January,F2
333,31.2,-82.48,February,F2
334,32.67,-84.9,March,F2
335,35.03,-90.03,April,F3
336,35.0,-90.03,April,F3
337,33.33,-84.8,April,F3
338,34.23,-84.18,April,F3
339,32.65,-83.77,April,F1
340,31.43,-84.73,April,F0
341,34.3,-82.93,April,F2
342,35.3,-97.85,June,F0
343,36.73,-97.3,June,F0
344,26.47,-80.07,July,F2
345,26.7,-80.67,August,
346,30.5,-86.5,August,
347,30.4,-87.2,August,
348,30.4,-87.22,August,
349,30.4,-87.23,August,
350,30.4,-87.25,August,
351,34.6,-95.33,June,F2
352,35.67,-97.72,June,F0
353,43.17,-96.8,July,F2
354,44.9,-99.6,July,F0
355,36.12,-97.9,June,F2
356,35.5,-97.75,June,F3
357,35.55,-97.68,June,F3
358,40.63,-80.08,July,F1
359,39.37,-74.45,November,F2
360,40.85,-79.88,August,F1
361,40.52,-78.87,August,F1
362,41.27,-79.02,August,F1
363,41.75,-77.3,August,F1
364,40.68,-80.33,September,F1
365,40.92,-73.92,July,F2
366,45.6,-100.0,June,F0
367,45.65,-100.03,June,F1
368,45.67,-100.03,June,F2
369,43.0,-99.8,June,
370,44.03,-97.22,June,F1
371,44.08,-97.17,June,F1
372,44.15,-96.95,June,F3
373,43.13,-98.28,June,F1
374,43.55,-97.5,June,F1
375,43.6,-96.6,June,
376,43.15,-97.72,June,F1
377,44.1,-97.1,June,F0
378,43.5,-96.8,June,F0
379,43.1,-97.0,June,F0
380,43.0,-97.1,June,
381,45.8,-98.1,June,
382,27.45,-80.3,January,F2
383,45.3,-98.0,June,
384,45.4,-100.6,June,
385,43.15,-96.6,July,F2
386,32.65,-84.9,April,F2
387,41.8,-92.33,June,F1
388,39.48,-100.52,June,F3
389,39.7,-97.18,June,
390,37.53,-101.8,July,F1
391,39.13,-99.63,June,F2
392,37.2,-98.02,June,F0
393,35.07,-89.98,April,F3
394,30.7,-81.42,July,
395,30.7,-81.42,July,
396,30.7,-81.42,July,
397,35.13,-88.57,April,F2
398,36.45,-87.13,April,F4
399,36.45,-87.07,April,F4
400,36.52,-86.65,April,F4
401,38.4,-98.9,June,F0
402,38.53,-99.7,June,F0
403,38.8,-99.4,June,F0
404,38.9,-99.55,June,F1
405,30.7,-81.42,July,
406,28.5,-81.4,July,
407,29.87,-85.17,July,
408,27.17,-81.07,July,
409,27.17,-81.07,July,
410,27.5,-82.5,July,F1
411,27.5,-82.5,July,F1
412,29.2,-81.0,July,
413,29.2,-81.0,July,F0
414,48.8,-98.9,June,F1
415,46.3,-97.1,June,F0
416,46.9,-103.22,June,F0
417,32.63,-93.08,April,F1
418,30.73,-92.3,May,F2
419,32.2,-92.0,May,F1
420,40.27,-76.77,March,F2
421,27.2,-80.8,June,
422,28.67,-81.22,June,F1
423,30.62,-84.63,June,F2
424,27.07,-80.1,June,F1
425,29.77,-82.88,July,F2
426,36.2,-95.5,September,F0
427,36.73,-100.4,September,F2
428,36.85,-99.7,September,F2
429,34.5,-97.97,September,F2
430,35.62,-95.85,September,F1
431,29.47,-81.27,July,F2
432,28.67,-82.12,June,
433,39.08,-95.63,November,F2
434,30.88,-84.6,May,F2
435,32.02,-80.85,May,F2
436,32.4,-83.7,May,F1
437,31.6,-83.23,May,F0
438,31.17,-83.45,June,F2
439,45.8,-103.4,June,F0
440,39.95,-91.37,September,F1
441,40.4,-111.58,December,F1
442,41.17,-113.0,June,
443,41.05,-111.9,June,
444,38.95,-109.72,June,F2
445,27.52,-81.47,February,F0
446,27.6,-81.5,January,
447,32.67,-86.92,April,F2
448,44.63,-88.12,July,
449,42.68,-90.67,September,F2
450,42.57,-90.65,September,F1
451,44.7,-91.22,September,F2
452,46.4,-92.77,July,F2
453,32.67,-96.33,April,F2
454,33.08,-94.6,April,F2
455,33.3,-94.2,April,F1
456,33.05,-98.58,April,F2
457,32.8,-97.3,April,F1
458,32.2,-99.8,April,F2
459,32.0,-99.4,April,F2
460,31.83,-99.0,April,F1
461,31.88,-98.7,April,F0
462,31.92,-98.73,April,F1
463,31.92,-98.75,April,F2
464,38.7,-112.07,April,F1
465,29.33,-99.13,May,F1
466,29.87,-95.25,May,F1
467,29.9,-96.67,May,F1
468,26.1,-97.2,May,F0
469,30.25,-98.6,May,F2
470,33.8,-101.23,May,F1
471,38.0,-80.8,April,F0
472,38.8,-82.1,April,F0
473,44.8,-73.2,August,F2
474,35.6,-89.58,September,F0
475,27.7,-97.67,May,
476,37.2,-77.37,June,F2
477,37.35,-77.72,June,F2
478,37.8,-78.33,July,F1
479,38.67,-94.07,September,F0
480,42.5,-90.42,September,F2
481,42.67,-78.88,August,F3
482,32.83,-85.2,March,F3
483,37.17,-88.03,April,F3
484,34.35,-89.47,June,F1
485,38.9,-78.3,July,F0
486,47.8,-117.7,June,F1
487,48.1,-122.2,November,F2
488,35.02,-90.03,April,F1
489,41.43,-96.95,June,F2
490,46.25,-89.97,July,
491,44.45,-87.8,April,F1
492,44.67,-87.47,April,F2
493,44.6,-87.45,April,F2
494,44.67,-87.38,April,F2
495,45.07,-91.92,April,F1
496,43.3,-89.67,May,F1
497,42.52,-88.4,May,F1
498,33.6,-102.1,May,F0
499,34.2,-101.9,May,F0
500,34.2,-101.9,May,F1
501,34.2,-101.9,May,F1
502,39.35,-121.8,June,F1
503,26.5,-97.77,May,F2
504,26.33,-97.78,May,F2
505,33.55,-101.92,May,F0
506,40.62,-88.83,June,F2
507,40.6,-88.6,June,
508,40.5,-88.4,June,F1
509,39.4,-87.7,June,
510,26.9,-99.27,May,F2
511,26.9,-99.28,May,F2
512,42.4,-90.5,September,F2
513,39.05,-85.27,April,F0
514,39.05,-85.18,April,F1
515,33.55,-101.9,May,F5
516,33.25,-101.68,May,F2
517,29.67,-98.67,April,F2
518,33.03,-96.68,April,F1
519,39.02,-98.28,March,F0
520,38.05,-97.27,March,F2
521,38.17,-97.18,March,F2
522,40.67,-86.88,May,F0
523,39.77,-86.17,May,F1
524,40.83,-84.93,May,F1
525,40.62,-85.77,May,F0
526,28.03,-80.58,February,F1
527,27.77,-80.58,February,F2
528,28.62,-80.8,March,F3
529,25.8,-80.12,March,F1
530,27.17,-82.5,March,F1
531,30.17,-94.4,January,F2
532,29.6,-95.77,February,F0
533,33.6,-102.63,April,F4
534,33.6,-102.6,April,F4
535,33.73,-102.33,April,F4
536,34.0,-101.98,April,F4
537,34.38,-102.62,April,F4
538,34.18,-101.72,April,F4
539,34.45,-102.52,April,F4
540,34.32,-101.65,April,F4
541,34.37,-101.47,April,F4
542,34.47,-101.28,April,F4
543,34.68,-100.95,April,F4
544,40.83,-85.35,May,F0
545,38.5,-87.3,June,F1
546,41.13,-86.58,June,F1
547,31.05,-96.48,April,F0
548,32.5,-94.68,April,F2
549,32.8,-96.93,April,F2
550,33.6,-96.17,April,F1
551,42.5,-90.67,September,F3
552,40.72,-92.83,October,F2
553,42.43,-90.7,July,F1
554,39.3,-80.2,August,F2
555,29.75,-95.32,September,F0
556,26.42,-97.82,September,F1
557,32.5,-94.67,September,F2
558,34.13,-98.22,September,F0
559,42.72,-89.03,October,F2
560,42.85,-89.17,October,F2
561,44.58,-89.58,December,F1
562,34.2,-101.67,June,F1
563,32.18,-98.78,October,F1
564,32.38,-98.82,October,F2
565,38.47,-86.02,September,F1
566,35.28,-101.58,May,F0
567,35.0,-101.83,May,F1
568,32.5,-102.12,May,F2
569,26.12,-97.63,June,F1
570,33.58,-102.33,June,
571,37.95,-86.77,November,F3
572,27.3,-97.8,May,F1
573,32.97,-96.32,April,F2
574,31.9,-91.2,January,F1
575,30.57,-93.33,March,F1
576,29.7,-91.3,March,F3
577,29.93,-82.95,August,F2
578,32.18,-98.78,October,F1
579,30.33,-97.35,October,F0
580,29.3,-96.1,October,F0
581,29.3,-96.0,October,F2
582,29.42,-98.53,May,F1
583,29.5,-99.4,May,F2
584,32.32,-93.67,April,F3
585,29.3,-95.9,October,F2
586,30.35,-94.17,October,F1
587,31.78,-97.58,October,F0
588,31.78,-97.55,October,F0
589,31.95,-96.8,October,F1
590,32.33,-97.3,October,F1
591,29.88,-95.33,October,F1
592,29.88,-95.33,October,F2
593,29.43,-94.4,December,F2
594,29.43,-94.4,December,F0
595,29.78,-94.4,December,F0
596,32.37,-99.0,June,F0
597,33.75,-96.5,June,F2
598,27.57,-97.78,June,F3
599,27.77,-97.4,June,F0
600,29.22,-100.53,June,F3
601,30.1,-93.75,July,F1
602,38.8,-98.0,May,F1
603,39.03,-97.97,May,F2
604,38.8,-98.3,May,F1
605,38.13,-94.65,May,F2
606,42.6,-96.0,July,F2
607,42.22,-92.08,July,F1
608,42.9,-92.8,September,F2
609,42.85,-92.53,September,F2
610,42.5,-91.1,September,F2
611,34.2,-84.9,July,F2
612,32.8,-82.4,July,F2
613,33.03,-82.32,July,F0
614,31.95,-84.25,December,F2
615,30.8,-84.37,December,F2
616,34.75,-100.87,April,F4
617,41.6,-92.53,July,F1
618,37.5,-101.5,August,
619,38.55,-99.45,September,F1
620,39.82,-99.87,September,F2
621,38.93,-98.0,May,F0
622,38.87,-98.1,May,F1
623,38.95,-98.0,May,F1
624,44.47,-88.07,April,F2
625,44.45,-88.03,April,F2
626,44.58,-87.62,April,F2
627,30.43,-97.92,July,F2
628,29.78,-95.02,July,F1
629,29.73,-93.98,July,F0
630,29.4,-95.0,July,
631,29.3,-97.2,August,F0
632,44.67,-88.87,July,F1
633,45.33,-87.77,July,F1
634,44.73,-92.28,July,F0
635,43.43,-88.05,July,
636,28.4,-96.4,August,F2
637,28.27,-97.22,August,
638,28.1,-97.9,August,F2
639,28.58,-99.18,August,F2
640,28.73,-99.28,August,F2
641,29.93,-95.77,August,
642,29.42,-95.23,August,F2
643,29.42,-95.23,August,F1
644,29.35,-94.88,October,F2
645,29.78,-93.97,October,F2
646,29.92,-93.88,October,F3
647,29.58,-95.35,October,F0
648,26.93,-80.1,March,F2
649,30.38,-86.48,April,
650,24.73,-81.4,May,
651,34.33,-99.9,August,F2
652,29.27,-97.18,August,F1
653,28.37,-97.77,August,F0
654,29.73,-95.25,February,F1
655,29.8,-94.3,February,F2
656,28.37,-97.77,August,F0
657,28.37,-97.77,August,F0
658,26.87,-98.13,August,F1
659,27.33,-97.73,August,F0
660,29.87,-94.33,August,F1
661,28.93,-100.63,August,
662,31.67,-97.13,August,F1
663,32.6,-97.32,August,
664,32.98,-95.95,March,F1
665,33.2,-94.97,March,F2
666,32.3,-94.98,March,F3
667,32.97,-94.2,March,F1
668,32.85,-94.22,March,F2
669,34.65,-101.53,April,F4
670,34.95,-101.1,April,F4
671,34.98,-101.02,April,F4
672,35.03,-100.97,April,F4
673,35.18,-100.73,April,F4
674,32.8,-97.47,April,F2
675,26.2,-98.3,September,F1
676,29.22,-98.43,September,F2
677,37.3,-89.4,July,F1
678,40.13,-88.3,July,
679,33.27,-96.55,September,F1
680,29.5,-96.6,September,F1
681,28.63,-96.65,September,F0
682,38.6,-79.4,June,F1
683,29.83,-94.17,October,F0
684,35.37,-101.08,April,F4
685,28.8,-96.28,October,F1
686,32.37,-93.62,April,F3
687,37.9,-121.3,April,F0
688,44.58,-88.0,May,F0
689,44.33,-89.8,June,F0
690,44.32,-89.52,July,F2
691,46.42,-92.28,July,
692,44.52,-90.0,December,F2
693,44.33,-88.65,December,F3
694,44.53,-89.22,December,F2
695,43.23,-88.57,December,F1
696,40.58,-93.52,April,F2
697,41.3,-91.53,May,F2
698,41.22,-91.28,May,F2
699,42.02,-93.6,May,
700,36.3,-92.55,December,F3
701,31.23,-89.87,June,F2
702,40.73,-99.78,May,F0
703,37.33,-94.42,June,F0
704,39.75,-77.43,September,F1
705,32.02,-84.0,April,F3
706,36.0,-86.03,April,F3
707,30.5,-86.67,May,F0
708,32.47,-96.82,March,F0
709,30.47,-87.37,September,F1
710,32.22,-82.42,January,F1
711,32.73,-97.18,December,F1
712,40.57,-103.12,May,F0
713,33.97,-86.62,January,F0
714,33.63,-85.6,January,F1
715,34.03,-87.95,February,F3
716,34.3,-87.67,February,F3
717,30.82,-88.37,February,F1
718,31.87,-86.05,April,F1
719,31.5,-87.3,April,F4
720,33.57,-86.67,February,F1
721,33.13,-85.38,February,F0
722,32.65,-85.57,February,F1
723,32.82,-87.93,February,F3
724,31.22,-85.4,March,F2
725,31.68,-85.97,March,F3
726,31.9,-87.82,March,F3
727,31.72,-85.82,March,F3
728,33.68,-86.6,March,F2
729,44.72,-100.17,October,F2
730,43.55,-97.38,October,F2
731,43.22,-99.53,October,F2
732,36.3,-96.67,April,F0
733,40.77,-99.08,July,F0
734,40.98,-102.0,October,F0
735,41.1,-101.33,October,F1
736,41.27,-100.18,October,F0
737,31.57,-90.52,April,F2
738,44.47,-96.8,June,F1
739,44.57,-96.87,June,F2
740,44.63,-97.1,June,F2
741,41.87,-103.6,July,F0
742,43.23,-100.65,June,F1
743,43.23,-97.63,June,F0
744,45.87,-99.9,June,F1
745,43.3,-100.65,June,F2
746,44.57,-98.35,June,F0
747,42.47,-100.23,July,F0
748,41.88,-103.98,July,F0
749,43.5,-95.33,May,F3
750,43.52,-95.07,May,F1
751,43.53,-95.05,May,F1
752,44.13,-96.38,May,F0
753,34.55,-103.95,March,F0
754,35.65,-105.98,April,F1
755,32.18,-104.53,April,F1
756,34.35,-103.13,April,F1
757,44.57,-92.57,June,F0
758,44.28,-92.5,June,F0
759,35.68,-89.55,December,F1
760,32.93,-90.9,February,F5
761,32.77,-90.97,February,F4
762,33.18,-90.7,February,F5
763,33.27,-90.6,February,F5
764,33.1,-90.67,February,F4
765,33.52,-90.45,February,F3
766,33.28,-90.45,February,F4
767,32.33,-90.73,February,F4
768,33.38,-90.35,February,F4
769,33.85,-90.52,February,F3
770,32.53,-90.55,February,F4
771,33.68,-90.13,February,F4
772,32.95,-90.15,February,F4
773,34.52,-89.4,February,F4
774,32.28,-90.32,February,F0
775,34.77,-89.27,February,F2
776,32.13,-90.17,February,F1
777,32.28,-89.98,February,F0
778,34.27,-88.98,February,F2
779,32.1,-88.97,February,F2
780,46.87,-68.17,July,F1
781,44.5,-70.25,July,F2
782,44.37,-70.17,July,F2
783,44.4,-69.98,July,F2
784,44.07,-70.8,August,F1
785,31.17,-88.7,February,F2
786,31.8,-89.22,March,F2
787,46.65,-109.9,June,F1
788,45.52,-105.25,June,F1
789,45.28,-104.78,June,F1
790,48.45,-108.27,June,F0
791,44.08,-99.6,July,F3
792,43.88,-99.62,July,F3
793,43.77,-99.32,July,F3
794,33.48,-80.88,March,F1
795,34.43,-81.0,May,F1
796,34.07,-90.72,February,F0
797,42.92,-78.7,August,F2
798,39.77,-79.83,July,F2
799,39.7,-79.62,July,F2
800,37.27,-94.1,February,F1
801,44.08,-92.47,June,F0
802,44.03,-92.47,June,F0
803,33.62,-80.8,February,F1
804,41.42,-74.13,July,F2
805,41.38,-73.75,July,F2
806,40.95,-73.7,August,F1
807,43.1,-74.1,August,F0
808,42.33,-72.67,September,F3
809,42.47,-72.0,November,F1
810,42.33,-71.2,November,F1
811,44.47,-96.65,June,F1
812,44.45,-96.65,June,F2
813,44.28,-96.65,June,F1
814,44.23,-98.98,July,F2
815,44.22,-99.0,July,F2
816,44.27,-99.23,July,F3
817,36.35,-95.92,May,F1
818,44.37,-98.47,July,F1
819,44.17,-98.98,July,F0
820,45.3,-98.22,July,F0
821,36.9,-100.85,June,F0
822,36.83,-99.9,June,F1
823,36.87,-100.22,June,F1
824,36.68,-101.62,June,F0
825,34.7,-96.47,July,F1
826,35.35,-99.0,June,F0
827,33.83,-80.83,September,F1
828,41.22,-82.92,September,F1
829,41.52,-82.02,October,F1
830,35.73,-98.77,June,F3
831,32.13,-88.78,May,F1
832,36.65,-86.63,May,F2
833,34.35,-103.2,June,F1
834,34.8,-103.3,June,F1
835,32.95,-103.38,June,F1
836,35.12,-77.2,May,F2
837,39.55,-81.65,July,F2
838,41.3,-84.8,August,F2
839,36.13,-115.12,August,F0
840,35.13,-103.32,April,F1
841,40.73,-99.38,May,F0
842,40.5,-98.95,May,F0
843,40.65,-100.6,May,F0
844,40.05,-101.53,May,F0
845,40.75,-100.75,May,F0
846,41.3,-99.38,May,F0
847,40.27,-96.1,May,F0
848,38.33,-85.08,July,F2
849,37.78,-87.8,December,F2
850,36.98,-88.7,December,F2
851,36.88,-88.55,December,F2
852,37.07,-86.33,December,F0
853,42.08,-72.3,July,F1
854,45.07,-83.45,June,F1
855,42.32,-83.75,June,F2
856,33.58,-111.97,October,F1
857,42.6,-97.53,June,F0
858,41.15,-100.9,June,F0
859,35.05,-90.83,July,F0
860,34.78,-91.75,September,F0
861,41.5,-103.48,July,F0
862,42.57,-100.05,July,F0
863,42.57,-99.98,July,F1
864,31.37,-88.25,September,F2
865,31.53,-88.28,September,F1
866,31.03,-87.65,September,F1
867,30.53,-87.85,September,F2
868,31.42,-86.17,September,F3
869,31.3,-87.52,December,F3
870,41.02,-98.02,June,F0
871,41.05,-97.18,June,F0
872,40.22,-100.62,June,F0
873,41.32,-103.52,July,F0
874,32.25,-109.83,July,F1
875,33.37,-111.92,August,F2
876,32.23,-110.53,September,F1
877,32.97,-111.63,September,F1
878,33.45,-112.27,September,F2
