,BEGIN_LAT,BEGIN_LON,MONTH_NAME,TOR_F_SCALE
61,36.82,-100.52,May,F1
62,35.82,-99.12,May,F1
63,35.67,-99.23,May,F1
64,36.45,-99.03,May,F2
65,36.38,-95.27,May,F1
66,36.8,-97.25,June,F1
67,34.6,-89.12,February,F1
68,34.6,-89.12,February,F2
69,32.5,-88.85,March,F1
70,40.38,-95.8,May,F2
71,40.22,-100.63,May,F1
72,42.6,-97.88,June,F2
73,41.8,-96.6,July,F4
74,40.72,-96.82,September,F1
75,41.57,-72.57,July,F2
76,32.42,-89.13,November,F1
77,29.73,-84.98,August,F1
78,30.8,-85.2,August,
79,35.73,-78.4,May,F0
80,35.73,-78.4,May,F1
81,35.3,-79.8,May,F1
82,35.0,-80.68,May,F2
83,35.42,-77.25,May,F1
84,35.53,-77.4,July,F1
85,35.4,-80.57,July,F1
86,34.17,-78.6,October,F3
87,35.75,-77.42,May,F1
88,35.75,-91.22,April,F3
89,30.7,-87.92,April,F2
90,34.17,-93.03,March,F2
91,34.98,-91.73,March,F3
92,35.1,-91.4,March,F2
93,37.37,-87.2,November,F2
94,38.2,-84.5,November,F1
95,36.15,-91.83,March,F3
96,34.7,-92.35,March,F2
97,29.65,-81.22,March,F2
98,29.13,-81.35,May,F1
99,28.58,-81.37,May,F1
100,28.5,-81.37,May,F2
101,35.98,-89.92,April,F1
102,34.4,-91.43,August,F2
103,36.12,-91.83,December,F3
104,39.33,-75.87,August,F1
105,46.58,-96.33,June,F2
106,37.13,-93.38,August,F1
107,43.38,-97.97,May,F1
108,41.98,-93.6,June,F3
109,42.45,-91.92,July,F2
110,40.95,-95.73,May,F1
111,41.03,-95.27,May,F2
112,31.97,-94.0,February,F4
113,32.2,-93.58,February,F2
114,31.63,-93.65,February,F3
115,32.35,-93.77,February,F4
116,32.47,-93.7,February,F4
117,31.83,-93.47,February,F3
118,32.0,-93.27,February,F3
119,32.85,-93.43,February,F4
120,32.18,-93.2,February,F3
121,32.6,-91.33,February,F1
122,30.45,-93.45,March,F1
123,29.7,-90.1,March,F0
124,30.1,-91.0,March,F2
125,40.88,-84.58,January,F1
126,40.8,-84.62,July,F2
127,40.72,-84.08,July,F3
128,38.12,-95.85,April,F1
129,38.68,-99.32,May,F1
130,38.03,-99.12,May,F4
131,38.27,-98.92,May,F4
132,39.62,-95.62,May,F3
133,39.65,-95.57,May,F3
134,39.35,-98.48,May,F2
135,39.57,-98.3,May,F2
136,46.8,-97.92,June,F3
137,48.92,-103.77,June,F3
138,32.67,-101.88,May,F1
139,33.35,-96.92,May,F1
140,30.18,-96.4,June,F3
141,29.9,-96.4,June,F1
142,36.08,-102.53,June,F0
143,40.22,-87.15,July,F1
144,41.07,-85.08,July,F2
145,40.52,-104.57,July,
146,41.65,-86.3,July,
147,40.73,-102.55,August,F2
148,40.7,-102.5,August,F2
149,33.07,-80.0,April,F1
150,34.4,-94.37,January,F3
151,29.42,-95.25,February,F2
152,39.23,-98.95,May,F2
153,41.27,-73.5,July,F2
154,39.28,-81.38,August,F1
155,32.8,-93.23,February,F2
156,30.67,-88.2,April,F3
157,41.18,-110.42,May,F2
158,43.08,-104.5,June,F1
159,44.13,-104.18,June,F1
160,37.6,-90.68,January,F2
161,39.4,-97.65,May,F1
162,34.75,-84.92,May,F1
163,33.68,-84.93,June,F0
164,33.85,-84.25,June,F1
165,33.03,-84.15,June,F1
166,37.97,-100.77,August,F2
167,39.13,-100.63,August,F2
168,37.47,-100.82,August,F1
169,39.72,-97.77,May,F1
170,39.2,-96.58,May,
171,37.55,-98.42,May,F2
172,39.85,-98.3,May,F0
173,38.12,-96.82,May,F3
174,37.82,-96.85,May,F0
175,39.75,-99.32,May,F0
176,37.27,-99.48,May,F2
177,39.38,-96.97,May,F1
178,38.33,-97.93,June,F4
179,38.33,-97.92,June,F4
180,45.42,-91.0,June,
181,45.57,-90.3,June,F2
182,44.83,-90.35,June,F2
183,45.58,-89.58,June,F4
184,44.92,-90.32,June,F2
185,43.95,-88.95,June,F3
186,38.82,-90.1,January,F3
187,39.1,-89.3,January,F3
188,41.17,-87.33,January,F2
189,40.57,-88.6,March,F2
190,38.28,-101.28,June,F1
191,37.77,-97.47,June,F0
192,39.5,-99.62,June,F0
193,39.3,-96.92,July,F1
194,38.7,-97.08,July,F2
195,35.35,-89.77,February,F1
196,35.75,-89.48,February,F2
197,35.68,-85.77,March,F1
198,32.63,-91.28,March,F1
199,30.92,-91.13,March,F1
200,30.1,-90.03,April,F1
201,31.7,-93.3,May,F1
202,31.95,-92.63,May,F1
203,31.55,-92.9,May,F2
204,31.75,-92.25,May,F0
205,31.38,-91.73,May,F1
206,31.67,-92.9,May,F1
207,31.72,-92.83,May,F1
208,31.55,-91.97,May,F2
209,31.15,-91.95,May,F1
210,32.1,-93.9,May,F1
211,31.67,-93.7,May,F1
212,37.68,-95.52,July,F1
213,39.93,-101.0,August,F1
214,38.47,-100.88,July,F2
215,39.82,-96.8,July,F1
216,41.95,-89.77,June,F1
217,41.08,-88.43,July,F1
218,38.97,-90.05,December,F2
219,39.0,-89.92,December,F2
220,38.75,-89.67,December,F3
221,38.8,-89.6,December,F3
222,38.17,-89.78,December,F1
223,33.5,-88.43,September,F2
224,39.07,-100.23,June,F0
225,31.37,-95.6,March,F1
226,34.45,-98.32,May,F1
227,34.8,-94.8,July,F2
228,38.38,-101.55,May,F1
229,39.83,-77.23,March,F1
230,40.12,-79.12,May,F2
231,40.58,-79.25,June,F2
232,41.8,-76.47,July,F0
233,40.9,-74.6,April,F1
234,35.27,-98.18,February,F2
235,42.7,-84.05,May,F2
236,42.75,-84.75,June,F1
237,43.67,-84.33,June,F1
238,34.78,-98.23,May,F1
239,35.33,-99.87,May,F1
240,36.0,-98.95,May,F2
241,35.43,-99.63,May,F0
242,36.53,-101.8,June,F2
243,34.83,-99.47,June,F0
244,34.7,-97.7,June,F2
245,34.5,-99.0,June,F2
246,36.45,-95.75,June,F1
247,35.57,-95.27,June,F2
248,35.38,-98.8,June,F3
249,36.67,-97.33,June,F1
250,34.37,-98.72,June,F1
251,36.3,-98.18,June,F1
252,36.63,-102.78,June,F1
253,34.8,-94.8,July,F0
254,34.8,-94.8,July,F0
255,36.13,-99.8,July,F1
256,35.8,-97.2,August,F1
257,36.73,-98.67,August,F1
258,36.62,-95.02,September,F2
259,36.53,-97.07,October,F1
260,34.18,-102.12,July,F2
261,36.67,-103.95,August,F0
262,33.1,-104.8,June,F0
263,35.77,-101.38,May,F1
264,35.23,-101.82,June,
265,35.62,-101.47,June,
266,35.43,-101.18,June,F3
267,35.55,-100.97,June,F0
268,34.43,-100.2,June,F2
269,32.45,-100.02,June,F1
270,32.45,-97.42,June,F2
271,35.37,-98.13,February,F2
272,35.15,-97.45,February,F0
273,35.32,-97.55,April,F2
274,35.23,-97.72,April,F2
275,36.53,-98.92,April,F2
276,35.78,-99.0,April,F0
277,34.63,-99.6,April,F1
278,36.75,-97.4,April,F1
279,36.82,-100.53,April,F1
280,36.33,-98.2,April,F1
281,34.62,-98.08,April,F1
282,35.5,-97.58,April,F2
283,35.43,-97.58,April,F3
284,34.0,-96.6,May,F2
285,34.12,-96.52,May,F2
286,36.9,-101.9,May,F2
287,36.87,-101.9,May,F2
288,35.2,-99.87,May,F0
289,34.78,-98.28,May,F1
290,34.78,-98.27,May,F1
291,41.08,-98.0,April,F1
292,41.58,-99.93,May,F0
293,41.9,-103.5,May,F2
294,40.47,-101.55,May,F1
295,42.95,-103.88,June,F1
296,41.1,-103.05,June,F2
297,40.85,-101.55,July,F0
298,41.23,-102.58,July,F0
299,41.75,-103.25,August,F1
300,34.6,-92.02,February,F2
301,34.73,-91.7,February,F2
302,35.0,-93.5,October,F2
303,41.58,-72.5,August,F3
304,37.37,-122.12,January,F2
305,41.87,-72.25,August,F2
306,41.62,-73.42,August,F2
307,33.47,-88.48,February,F1
308,33.45,-88.87,February,F3
309,32.07,-89.52,April,F1
310,31.68,-89.25,April,F3
311,31.8,-89.2,April,F3
312,32.9,-90.72,June,
313,27.1,-82.48,March,F2
314,29.85,-84.68,May,F1
315,30.18,-82.63,May,
316,27.73,-82.43,July,F2
317,28.12,-82.03,December,F1
318,30.35,-81.75,December,F1
319,27.75,-81.8,December,F2
320,27.77,-82.63,December,F1
321,27.78,-81.53,December,F2
322,42.7,-71.13,August,F2
323,41.37,-70.53,December,F2
324,32.17,-90.8,December,
325,33.13,-89.05,December,
326,36.0,-78.33,June,F1
327,34.4,-77.53,June,F1
328,33.92,-78.23,July,F1
329,35.75,-81.33,August,F2
330,33.67,-87.7,February,F2
331,42.67,-84.83,August,F1
332,43.18,-83.22,August,F1
333,42.9,-84.88,August,F2
334,43.78,-85.87,September,F2
335,38.27,-85.05,February,F2
336,37.02,-88.33,November,F3
337,34.97,-86.43,June,F2
338,34.2,-86.7,November,F2
339,34.83,-87.8,November,F2
340,34.08,-86.52,November,F2
341,42.83,-71.13,August,F2
342,44.88,-94.37,June,F4
343,45.2,-93.38,June,F4
344,43.57,-94.77,June,F2
345,44.93,-93.5,July,F3
346,40.4,-95.17,May,F1
347,37.93,-91.88,June,F1
348,37.15,-94.47,July,F2
349,39.22,-94.02,July,F2
350,36.55,-91.7,July,F1
351,36.62,-89.75,November,F3
352,43.22,-93.8,June,F2
353,43.18,-95.87,July,F1
354,42.85,-95.95,August,F1
355,45.37,-96.83,July,F2
356,44.9,-96.08,July,F2
357,42.07,-92.92,June,F3
358,43.38,-96.25,June,F1
359,41.0,-83.67,April,F2
360,41.42,-81.85,June,F2
361,39.5,-84.58,June,F1
362,42.15,-83.55,July,F2
363,46.77,-100.45,June,
364,46.38,-102.25,August,F1
365,44.18,-123.23,December,F1
366,38.53,-99.32,June,F2
367,33.92,-98.45,April,F2
368,33.93,-98.68,May,F2
369,34.5,-102.3,May,F1
370,33.42,-98.75,May,F4
371,33.37,-99.9,May,F1
372,37.83,-96.3,June,
373,37.12,-101.62,June,
374,37.18,-101.35,June,F2
375,39.03,-99.88,June,F4
376,38.87,-99.37,June,F1
377,37.58,-99.6,July,
378,39.37,-95.4,May,F2
379,39.73,-97.98,June,F1
380,37.58,-101.33,June,F2
381,38.88,-99.92,June,F1
382,37.78,-98.87,June,
383,37.63,-98.9,June,
384,37.52,-98.82,June,
385,37.77,-98.57,June,
386,37.58,-101.37,June,F3
387,39.18,-99.03,June,F1
388,37.68,-97.12,June,F1
389,38.42,-95.62,June,F1
390,38.88,-95.35,June,F2
391,39.07,-95.82,June,F0
392,38.0,-101.78,June,
393,39.07,-100.3,June,
394,38.62,-95.08,June,
395,37.1,-99.1,June,
396,39.28,-100.95,June,F1
397,38.47,-101.37,June,F2
398,39.37,-98.88,June,
399,39.78,-85.77,March,F2
400,41.12,-86.48,June,F3
401,41.12,-86.42,June,F3
402,40.48,-86.12,July,F2
403,41.6,-87.33,November,F2
404,39.33,-104.62,May,
405,40.98,-102.27,May,F0
406,40.98,-102.27,May,F0
407,40.98,-102.27,May,F1
408,38.73,-103.58,June,F2
409,39.0,-104.25,June,F1
410,38.15,-103.97,June,
411,40.85,-102.5,June,F1
412,33.32,-81.13,June,F1
413,39.13,-81.7,June,F1
414,44.63,-92.08,September,F3
415,44.68,-92.03,September,F3
416,44.33,-89.3,September,F4
417,44.37,-89.22,September,F4
418,43.47,-89.25,September,F4
419,31.83,-81.5,May,F1
420,31.3,-83.83,May,F2
421,31.53,-84.17,November,F1
422,39.43,-98.55,March,
423,39.83,-95.72,March,
424,43.62,-88.5,June,F2
425,43.48,-90.23,July,F2
426,37.12,-101.77,April,F0
427,37.47,-101.52,April,F0
428,37.17,-101.62,April,F1
429,37.07,-100.93,April,F0
430,37.08,-101.77,April,F1
431,37.63,-98.75,April,F3
432,37.1,-96.5,April,
433,39.03,-95.8,May,F1
434,39.4,-95.4,May,F1
435,39.3,-95.5,May,F1
436,38.78,-95.55,May,F0
437,39.08,-99.5,May,F1
438,39.37,-101.37,May,F2
439,37.0,-101.9,May,F2
440,39.78,-101.33,May,F3
441,37.97,-101.25,May,F2
442,37.9,-101.2,May,F3
443,39.78,-101.38,May,F3
444,39.03,-96.97,May,F2
445,37.53,-101.75,May,F1
446,39.45,-97.5,May,F1
447,39.27,-97.18,May,F3
448,39.93,-97.43,May,F2
449,38.83,-99.27,May,F1
450,39.4,-97.18,May,
451,39.25,-96.58,May,
452,39.4,-96.03,May,
453,39.47,-95.73,May,
454,39.28,-97.02,May,F0
455,39.13,-97.05,May,F1
456,39.35,-96.45,May,F1
457,35.22,-87.03,November,F2
458,31.3,-92.47,January,F3
459,31.72,-92.25,April,F0
460,32.33,-92.32,April,F0
461,30.25,-93.42,August,F1
462,31.92,-92.73,September,F1
463,29.87,-90.13,September,F2
464,30.08,-89.8,November,F1
465,31.43,-92.43,January,F3
466,30.5,-92.0,February,F1
467,30.48,-90.42,February,F1
468,39.48,-97.58,July,
469,37.55,-99.63,August,
470,37.05,-101.77,August,F1
471,38.75,-99.83,August,
472,39.87,-101.67,August,
473,38.23,-97.77,August,
474,38.23,-97.77,August,
475,38.58,-99.57,August,
476,38.67,-95.17,August,
477,39.78,-100.92,August,F2
478,38.67,-97.67,August,
479,38.67,-96.95,August,
480,38.62,-99.52,September,
481,39.25,-99.57,July,F2
482,37.37,-78.78,February,F1
483,37.55,-76.73,May,F1
484,37.55,-77.48,June,F2
485,37.12,-76.53,June,F1
486,37.22,-76.52,November,F1
487,39.95,-89.17,June,F3
488,40.27,-89.47,June,F3
489,40.2,-89.72,November,F2
490,37.9,-89.53,November,F2
491,41.33,-89.18,December,F3
492,37.37,-89.78,March,F2
493,27.75,-82.65,June,F1
494,41.6,-80.3,January,F2
495,39.8,-76.98,April,F3
496,40.23,-76.8,April,F0
497,41.12,-75.28,April,F1
498,41.93,-79.75,July,F2
499,40.62,-77.57,July,F2
500,40.62,-76.72,August,F1
501,40.63,-74.32,April,F1
502,40.0,-74.6,August,F1
503,40.03,-74.57,August,F1
504,41.42,-81.5,May,F1
505,36.32,-95.7,July,F1
506,36.87,-100.88,July,F1
507,35.8,-97.5,August,F2
508,34.67,-99.5,April,F0
509,34.67,-99.5,April,F0
510,34.67,-99.5,April,F0
511,35.3,-99.67,April,F1
512,35.97,-99.47,April,F0
513,36.15,-99.3,April,F0
514,36.87,-97.33,April,F0
515,36.77,-99.08,April,F2
516,35.25,-99.7,April,F0
517,34.88,-99.87,April,F1
518,34.75,-97.92,May,F1
519,36.02,-96.82,May,F1
520,34.67,-98.87,May,F1
521,34.62,-98.42,May,F2
522,34.65,-98.43,May,F2
523,35.5,-100.0,June,F1
524,36.07,-98.32,June,F1
525,35.62,-99.68,June,F1
526,36.28,-98.42,June,F1
527,34.38,-99.0,June,F2
528,35.33,-97.83,July,F1
529,31.45,-100.47,April,F3
530,32.22,-95.62,May,F0
531,31.45,-100.48,May,F1
532,33.12,-98.6,August,F1
533,30.9,-95.3,December,F2
534,30.08,-93.77,February,F2
535,32.97,-96.58,March,F0
536,33.88,-98.58,March,F1
537,32.92,-98.25,March,F0
538,33.6,-96.7,April,F2
539,32.22,-95.85,April,F1
540,31.5,-97.45,April,F4
541,35.13,-112.57,November,
542,44.33,-74.0,May,F2
543,35.95,-75.6,September,F3
544,33.85,-88.47,February,F1
545,30.42,-89.48,February,F1
546,32.47,-90.12,March,
547,34.87,-89.68,March,F4
548,31.62,-89.53,July,
549,34.37,-89.52,August,F2
550,47.07,-104.0,June,
551,46.78,-103.02,June,F2
552,47.4,-99.55,June,F3
553,47.92,-102.13,June,
554,46.07,-96.95,July,F3
555,47.82,-103.55,July,F2
556,40.17,-74.4,August,F1
557,46.37,-104.28,July,
558,46.97,-104.25,July,F3
559,41.02,-96.32,August,F4
560,42.48,-98.67,June,F1
561,47.05,-100.5,July,F4
562,47.15,-100.1,July,F4
563,47.92,-97.17,July,F2
564,47.0,-104.05,July,F3
565,47.0,-98.67,July,F2
566,40.63,-96.93,June,F2
567,41.17,-103.0,July,F1
568,41.47,-97.28,August,F3
569,41.35,-97.17,August,F3
570,41.22,-96.58,August,F4
571,40.15,-99.8,April,F1
572,41.18,-103.33,May,F1
573,41.42,-103.07,May,F1
574,41.2,-103.03,May,F0
575,34.42,-91.4,January,F1
576,34.48,-91.55,January,F1
577,35.95,-90.15,February,F2
578,35.13,-93.93,March,F1
579,34.02,-94.02,March,F4
580,34.72,-92.82,March,F3
581,35.22,-91.7,March,F4
582,34.95,-92.42,March,F2
583,34.53,-91.8,March,F3
584,34.9,-91.85,March,F4
585,34.72,-91.57,March,
586,34.8,-91.8,March,F2
587,33.45,-93.97,July,F2
588,34.57,-94.4,November,F2
589,34.4,-118.53,December,
590,35.13,-91.45,March,F3
591,35.0,-91.25,March,F4
592,35.47,-91.2,March,F3
593,35.53,-91.05,March,F3
594,35.42,-91.0,March,F4
595,35.6,-90.72,March,F3
596,35.53,-90.42,March,F3
597,35.67,-90.52,March,F3
598,35.67,-90.52,March,F3
599,33.32,-93.25,April,F1
600,30.47,-85.25,January,F1
601,30.5,-84.23,January,F2
602,30.17,-85.7,February,F2
603,35.9,-91.63,April,F1
604,36.12,-90.93,June,F2
605,34.7,-92.08,June,F0
606,33.45,-93.97,July,F2
607,32.77,-89.1,February,F0
608,35.8,-78.88,April,F2
609,36.1,-77.25,May,F2
610,35.47,-76.38,May,F2
611,36.25,-77.75,July,F2
612,36.25,-80.17,August,F1
613,38.9,-94.27,May,F2
614,38.97,-91.5,July,F1
615,38.68,-93.27,August,F2
616,40.45,-95.07,November,F3
617,33.33,-87.9,March,F3
618,34.6,-87.0,March,F4
619,30.7,-88.28,April,F1
620,39.12,-75.75,April,F0
621,39.02,-77.22,August,F1
622,33.73,-87.75,May,F1
623,33.73,-87.75,May,F1
624,33.73,-87.75,May,F1
625,37.53,-85.72,March,F3
626,37.68,-87.3,December,F3
627,37.87,-86.9,December,F3
628,32.92,-85.97,January,F1
629,33.57,-87.67,February,F3
630,33.6,-87.63,February,F3
631,34.02,-86.75,February,F1
632,34.03,-86.73,February,F1
633,33.6,-86.93,February,F3
634,34.5,-85.7,February,F3
635,39.45,-77.55,April,F1
636,39.63,-77.42,April,F1
637,44.0,-95.28,June,F2
638,44.12,-95.08,June,F2
639,44.38,-94.58,June,F2
640,44.83,-93.5,June,F2
641,44.33,-93.85,June,F2
642,45.12,-93.08,June,F2
643,45.87,-96.18,July,F1
644,46.72,-96.53,July,F2
645,43.72,-93.48,July,F2
646,45.58,-96.22,August,F1
647,37.75,-90.5,March,F2
648,37.78,-90.35,March,F2
649,36.05,-89.82,March,F4
650,40.1,-94.53,May,F1
651,36.07,-89.93,February,F2
652,36.12,-89.88,February,F2
653,42.75,-92.97,May,F2
654,43.33,-93.08,May,F1
655,,,June,F2
656,42.75,-95.85,June,F4
657,43.4,-96.1,July,F1
658,41.55,-91.08,November,F0
659,44.02,-98.1,June,F0
660,44.18,-101.45,June,F0
661,45.2,-99.4,June,
662,43.45,-99.08,June,F0
663,43.23,-97.58,June,F1
664,40.53,-81.5,April,F1
665,35.93,-97.73,July,F1
666,39.8,-86.07,May,F1
667,37.93,-86.77,December,F3
668,39.48,-102.6,May,F2
669,40.33,-104.57,May,F3
670,40.0,-103.6,June,F2
671,34.8,-82.25,May,F3
672,34.8,-82.13,May,F3
673,33.42,-81.42,June,F1
674,33.65,-96.75,June,F1
675,45.3,-95.5,June,F2
676,34.7,-94.28,November,F2
677,42.93,-104.33,May,F1
678,36.43,-78.72,November,F2
679,38.78,-77.15,August,F1
680,45.42,-92.63,June,F3
681,39.03,-94.92,May,F4
682,37.18,-97.42,June,F2
683,39.13,-95.15,June,F2
684,39.68,-99.45,June,F2
685,39.75,-100.12,June,F2
686,39.83,-100.2,July,F1
687,39.73,-101.98,July,
688,39.27,-101.85,July,F2
689,39.0,-98.52,August,F3
690,37.93,-99.42,August,F1
691,38.68,-97.02,August,F2
692,39.67,-95.87,November,F1
693,31.27,-84.02,January,F2
694,31.28,-84.0,January,F2
695,33.03,-83.97,January,F1
696,35.42,-86.7,February,F1
697,35.15,-86.58,February,F4
698,35.53,-85.85,February,F2
699,35.3,-84.67,February,F2
700,36.02,-89.2,March,F4
701,35.95,-89.43,March,F3
702,36.1,-89.27,March,F4
703,36.0,-88.12,February,F2
704,36.05,-87.03,February,F1
705,35.23,-86.82,February,F1
706,35.22,-86.6,February,F3
707,35.2,-86.3,February,F4
708,35.2,-86.28,February,F4
709,35.25,-85.83,February,F3
710,31.58,-84.17,January,F1
711,31.52,-83.78,January,F2
712,31.47,-83.5,January,F1
713,32.58,-82.33,January,F1
714,34.4,-83.33,February,F2
715,34.37,-83.58,February,F2
716,34.12,-83.67,February,F2
717,32.8,-83.68,March,F3
718,31.65,-84.17,March,F1
719,31.37,-83.25,May,F3
720,32.98,-94.0,February,F0
721,32.35,-94.0,February,F2
722,32.23,-93.65,March,F3
723,32.95,-92.83,April,F1
724,30.17,-92.87,April,F3
725,30.27,-92.62,April,F3
726,30.37,-92.13,April,F2
727,29.87,-91.62,April,F2
728,30.4,-91.92,April,F2
729,30.88,-90.5,April,F0
730,29.6,-90.67,May,F0
731,30.17,-85.7,April,F1
732,28.55,-82.38,May,F0
733,27.93,-82.82,May,F2
734,27.77,-82.62,June,F1
735,26.77,-80.22,August,F1
736,26.57,-80.12,February,F1
737,37.87,-99.47,April,F1
738,39.18,-96.75,April,
739,37.08,-100.08,April,F0
740,38.07,-98.67,April,F0
741,37.75,-99.83,April,F0
742,39.52,-99.0,May,
743,39.68,-97.87,May,F2
744,38.37,-78.73,April,F2
745,38.98,-95.22,May,F4
746,39.03,-95.17,May,F4
747,38.22,-78.83,April,F2
748,39.18,-90.37,March,F1
749,38.1,-89.93,March,F2
750,39.5,-90.02,May,F1
751,41.1,-90.78,July,F1
752,35.0,-89.58,March,F4
753,35.8,-88.78,March,F2
754,35.85,-88.67,March,F3
755,35.93,-88.5,March,F2
756,36.02,-88.27,March,F3
757,35.27,-88.98,March,F4
758,35.85,-87.68,March,F2
759,35.35,-88.82,March,F4
760,35.87,-87.58,March,F2
761,35.5,-88.52,March,F4
762,36.25,-85.93,March,F1
763,36.03,-86.77,June,F1
764,30.3,-80.53,December,F1
765,44.75,-106.17,May,F1
766,34.58,-98.42,March,F1
767,34.92,-97.67,April,F0
768,35.5,-97.83,April,F2
769,34.37,-96.2,April,F2
770,35.37,-96.08,April,F2
771,33.9,-94.83,April,F2
772,33.95,-95.08,April,F1
773,34.03,-94.57,April,F2
774,36.45,-99.38,April,F0
775,34.45,-95.3,April,F1
776,34.88,-99.85,May,F1
777,34.75,-99.65,May,F1
778,34.85,-99.53,May,F1
779,35.78,-98.75,May,F1
780,40.65,-76.53,May,F1
781,40.4,-79.2,May,F2
782,40.12,-75.87,June,F1
783,40.67,-76.68,September,F2
784,41.92,-79.63,November,F2
785,40.1,-76.4,November,F2
786,39.0,-84.18,April,F1
787,40.18,-95.93,May,F1
788,40.63,-95.87,May,F0
789,42.53,-101.97,May,
790,40.6,-99.1,May,F1
791,34.72,-97.62,February,F1
792,33.85,-97.03,February,F1
793,34.03,-88.88,February,F1
794,34.67,-88.43,March,F2
795,34.28,-90.65,March,F1
796,31.88,-89.95,March,F1
797,32.03,-89.67,March,F1
798,32.45,-91.15,March,F2
799,30.85,-89.13,April,F2
800,33.73,-88.77,April,
801,31.72,-91.07,April,F2
802,31.83,-89.43,May,F2
803,34.92,-88.52,May,F2
804,30.85,-89.13,May,F1
805,33.6,-88.62,May,F2
806,33.68,-88.55,May,F2
807,32.35,-90.17,August,
808,30.32,-89.23,August,
809,32.73,-91.07,December,F3
810,32.33,-90.9,December,F5
811,34.2,-90.73,December,F2
812,34.45,-96.97,February,F1
813,34.0,-96.75,February,F1
814,34.77,-97.95,March,F2
815,34.88,-97.7,March,F3
816,35.07,-97.48,March,F2
817,35.18,-97.25,March,F2
818,33.92,-97.27,March,F3
819,34.18,-96.95,March,F3
820,35.0,-94.53,March,F2
821,44.65,-97.62,May,F2
822,45.0,-101.23,June,F2
823,43.85,-98.02,June,F0
824,43.47,-101.5,June,F2
825,32.1,-94.6,February,
826,45.5,-97.98,June,F2
827,43.75,-97.37,June,F1
828,44.48,-103.78,August,F1
829,44.0,-92.08,May,F4
830,43.75,-94.68,June,F1
831,48.43,-93.03,June,F0
832,44.17,-93.88,July,F2
833,45.5,-94.7,August,F0
834,35.77,-78.1,March,F3
835,35.75,-78.08,March,F3
836,35.75,-77.73,March,F3
837,35.0,-77.67,April,F1
838,45.05,-69.3,June,F1
839,43.82,-70.12,July,F0
840,31.55,-90.88,January,F2
841,31.92,-90.62,January,F2
842,33.03,-91.02,February,F2
843,33.52,-89.92,February,F1
844,34.25,-89.05,February,F2
845,38.22,-94.12,August,F0
846,44.57,-97.52,May,F1
847,43.93,-104.05,May,F0
848,45.82,-100.82,May,F2
849,47.28,-112.17,June,
850,47.23,-105.15,June,F2
851,47.27,-105.12,June,
852,48.08,-105.58,July,F1
853,41.73,-98.93,April,F0
854,40.88,-97.75,April,
855,42.3,-97.47,May,
856,40.25,-97.57,May,F3
857,40.3,-97.45,May,F3
858,40.77,-97.15,May,F3
859,40.97,-99.47,May,F2
860,40.93,-97.28,May,
861,46.2,-97.13,May,F2
862,47.15,-96.93,May,F2
863,46.83,-98.67,May,
864,46.67,-98.68,May,F2
865,48.17,-103.38,June,F2
866,48.67,-101.5,June,
867,47.5,-97.08,June,F2
868,47.45,-99.92,July,F1
869,46.45,-100.67,May,F5
870,46.55,-100.58,May,F5
871,41.22,-83.9,June,F4
872,41.25,-83.83,June,F4
873,41.27,-83.43,June,F4
874,41.42,-82.83,June,F4
875,41.47,-82.33,June,F4
876,41.37,-81.97,June,F4
877,39.73,-84.63,June,F2
878,35.32,-93.25,March,F3
